order_id,customer_id,order_date,order_status,shipping_city,shipping_state,payment_method
400,632,2025-03-13,Delivered,Bengaluru,Karnataka,UPI
401,100,2025-11-10,Returned,Jaipur,Rajasthan,Cash on Delivery
402,681,2025-12-23,Delivered,Hyderabad,Telangana,Cash on Delivery
403,578,2025-11-29,Delivered,Mumbai,Maharashtra,Credit Card
404,100,2025-11-05,Delivered,Chennai,Tamil Nadu,Debit Card
405,61,2025-12-15,Delivered,Nagpur,Maharashtra,Net Banking
406,260,2025-09-24,Delivered,Ahmedabad,Gujarat,Credit Card
407,662,2025-12-24,Delivered,Kolkata,West Bengal,UPI
408,584,2025-01-17,Delivered,Hyderabad,Telangana,Debit Card
409,54,2025-01-30,Delivered,Chennai,Tamil Nadu,Cash on Delivery
410,538,2025-05-21,Delivered,Jaipur,Rajasthan,Cash on Delivery
411,396,2025-01-07,Returned,Mumbai,Maharashtra,UPI
412,398,2025-06-10,Delivered,Ahmedabad,Gujarat,Debit Card
413,88,2025-04-05,Delivered,Mumbai,Maharashtra,UPI
414,248,2025-09-19,Returned,Nagpur,Maharashtra,UPI
415,352,2025-07-28,Returned,Delhi,Delhi,UPI
416,191,2025-12-31,Delivered,Nagpur,Maharashtra,Credit Card
417,394,2025-10-03,Delivered,Nagpur,Maharashtra,Cash on Delivery
418,212,2025-05-31,Delivered,Pune,Maharashtra,Credit Card
419,613,2025-07-05,Delivered,Chennai,Tamil Nadu,Net Banking
420,336,2025-12-23,Delivered,Pune,Maharashtra,Net Banking
421,517,2025-03-17,Delivered,Pune,Maharashtra,UPI
422,135,2025-11-03,Delivered,Ahmedabad,Gujarat,UPI
423,280,2025-07-01,Returned,Delhi,Delhi,Cash on Delivery
424,415,2025-11-19,Cancelled,Pune,Maharashtra,Cash on Delivery
425,299,2025-09-26,Cancelled,Hyderabad,Telangana,UPI
426,462,2025-11-11,Delivered,Kochi,Kerala,Debit Card
427,201,2025-01-14,Delivered,Lucknow,Uttar Pradesh,Credit Card
428,456,2025-11-18,Delivered,Bengaluru,Karnataka,Credit Card
429,136,2025-12-11,Delivered,Ahmedabad,Gujarat,UPI
430,133,2025-12-05,Delivered,Mumbai,Maharashtra,Credit Card
431,210,2025-11-10,Delivered,Kochi,Kerala,Credit Card
432,392,2025-04-17,Delivered,Ahmedabad,Gujarat,Cash on Delivery
433,512,2025-09-29,Delivered,Bengaluru,Karnataka,Debit Card
434,233,2025-11-15,Returned,Bengaluru,Karnataka,UPI
435,349,2025-01-15,Delivered,Mumbai,Maharashtra,UPI
436,246,2025-05-14,Delivered,Chennai,Tamil Nadu,Debit Card
437,360,2025-11-25,Delivered,Nagpur,Maharashtra,UPI
438,131,2025-04-21,Delivered,Kolkata,West Bengal,Cash on Delivery
439,275,2025-12-20,Delivered,Chennai,Tamil Nadu,Net Banking
440,423,2025-12-03,Delivered,Kochi,Kerala,Credit Card
441,555,2025-11-06,Delivered,Nagpur,Maharashtra,Cash on Delivery
442,562,2025-02-25,Delivered,Chennai,Tamil Nadu,UPI
443,469,2025-10-18,Delivered,Chennai,Tamil Nadu,Net Banking
444,512,2025-12-15,Returned,Bengaluru,Karnataka,Cash on Delivery
445,485,2025-03-27,Delivered,Pune,Maharashtra,Net Banking
446,447,2025-12-26,Delivered,Chennai,Tamil Nadu,Debit Card
447,251,2025-03-11,Cancelled,Jaipur,Rajasthan,UPI
448,252,2025-12-11,Delivered,Mumbai,Maharashtra,Net Banking
449,586,2025-12-17,Returned,Kochi,Kerala,Debit Card
450,669,2025-12-21,Delivered,Kochi,Kerala,Credit Card
451,568,2025-06-04,Delivered,Hyderabad,Telangana,Net Banking
452,586,2025-06-12,Delivered,Kochi,Kerala,Credit Card
453,629,2025-06-28,Delivered,Ahmedabad,Gujarat,Net Banking
454,465,2025-04-10,Delivered,Kochi,Kerala,Debit Card
455,546,2025-12-07,Delivered,Bengaluru,Karnataka,Cash on Delivery
456,513,2025-12-25,Delivered,Kochi,Kerala,Debit Card
457,249,2025-01-08,Delivered,Kolkata,West Bengal,Cash on Delivery
458,222,2025-11-30,Delivered,Kochi,Kerala,UPI
459,108,2025-11-17,Delivered,Mumbai,Maharashtra,Net Banking
460,559,2025-04-08,Delivered,Bengaluru,Karnataka,Debit Card
461,526,2025-04-01,Delivered,Chennai,Tamil Nadu,Debit Card
462,501,2025-12-16,Delivered,Kolkata,West Bengal,Cash on Delivery
463,545,2025-09-01,Delivered,Ahmedabad,Gujarat,UPI
464,355,2025-06-06,Delivered,Bengaluru,Karnataka,Cash on Delivery
465,150,2025-11-24,Delivered,Pune,Maharashtra,Credit Card
466,136,2025-11-22,Delivered,Ahmedabad,Gujarat,Credit Card
467,26,2025-04-13,Cancelled,Nagpur,Maharashtra,Net Banking
468,102,2025-07-21,Delivered,Bengaluru,Karnataka,UPI
469,344,2025-01-14,Delivered,Bengaluru,Karnataka,Debit Card
470,699,2025-11-13,Delivered,Delhi,Delhi,Credit Card
471,509,2025-12-14,Returned,Mumbai,Maharashtra,Net Banking
472,140,2025-02-27,Delivered,Pune,Maharashtra,Credit Card
473,189,2025-08-24,Delivered,Ahmedabad,Gujarat,UPI
474,581,2025-12-18,Delivered,Bengaluru,Karnataka,Credit Card
475,103,2025-09-26,Delivered,Bengaluru,Karnataka,UPI
476,495,2025-02-21,Delivered,Kochi,Kerala,Debit Card
477,491,2025-12-01,Delivered,Lucknow,Uttar Pradesh,UPI
478,351,2025-05-05,Delivered,Kochi,Kerala,Credit Card
479,621,2025-12-03,Returned,,Maharashtra,Credit Card
480,136,2025-11-22,Delivered,Ahmedabad,Gujarat,Debit Card
481,92,2025-09-29,Delivered,Jaipur,Rajasthan,UPI
482,192,2025-05-01,Delivered,Kolkata,West Bengal,UPI
483,87,2025-12-20,Delivered,Kolkata,West Bengal,Debit Card
484,484,2025-12-26,Delivered,Kochi,Kerala,Net Banking
485,283,2025-02-11,Returned,Lucknow,Uttar Pradesh,UPI
486,439,2025-05-31,Delivered,Jaipur,Rajasthan,Net Banking
487,469,2025-11-12,Delivered,Jaipur,Rajasthan,Debit Card
488,185,2025-12-14,Delivered,Ahmedabad,Gujarat,Debit Card
489,487,2025-11-29,Delivered,Chennai,Tamil Nadu,Debit Card
490,164,2025-03-14,Delivered,Ahmedabad,Gujarat,UPI
491,385,2025-06-19,Cancelled,Chennai,Tamil Nadu,Credit Card
492,629,2025-09-01,Delivered,Ahmedabad,Gujarat,Credit Card
493,317,2025-12-17,Delivered,Bengaluru,Karnataka,Credit Card
494,659,2025-03-03,Delivered,Bengaluru,Karnataka,UPI
495,362,2025-11-22,Delivered,Lucknow,Uttar Pradesh,UPI
496,113,2025-05-17,Delivered,Delhi,Delhi,UPI
497,405,2025-12-08,Delivered,Ahmedabad,Gujarat,Debit Card
498,497,2025-11-26,Delivered,Ahmedabad,Gujarat,Net Banking
499,640,2025-09-18,Delivered,Bengaluru,Karnataka,Debit Card
500,204,2025-11-07,Delivered,Ahmedabad,Gujarat,Cash on Delivery
501,611,2025-11-26,Delivered,Bengaluru,Karnataka,Cash on Delivery
502,269,2025-06-05,Delivered,Lucknow,Uttar Pradesh,Debit Card
503,311,2025-05-21,Delivered,Bengaluru,Karnataka,Debit Card
504,248,2025-11-13,Returned,Nagpur,Maharashtra,Cash on Delivery
505,613,2025-11-22,Cancelled,Chennai,Tamil Nadu,UPI
506,289,2025-05-14,Delivered,Lucknow,Uttar Pradesh,UPI
507,77,2025-06-20,Delivered,Bengaluru,Karnataka,Credit Card
508,264,2025-11-28,Delivered,Jaipur,Rajasthan,Debit Card
509,410,2025-02-07,Delivered,Mumbai,Maharashtra,Credit Card
510,585,2025-07-19,Cancelled,Jaipur,Rajasthan,Cash on Delivery
511,527,2025-07-01,Returned,Chennai,Tamil Nadu,Credit Card
512,664,2025-04-28,Delivered,Pune,Maharashtra,Debit Card
513,517,2025-01-14,Delivered,Pune,Maharashtra,Net Banking
514,66,2025-09-22,Delivered,Delhi,Delhi,Debit Card
515,551,2025-05-11,Delivered,Hyderabad,Telangana,UPI
516,468,2025-05-21,Delivered,Delhi,Delhi,Cash on Delivery
517,255,2025-08-01,Delivered,Bengaluru,Karnataka,Credit Card
518,366,2025-08-29,Returned,Lucknow,Uttar Pradesh,Cash on Delivery
519,185,2025-02-03,Delivered,Ahmedabad,Gujarat,Credit Card
520,272,2025-10-20,Delivered,Kochi,Kerala,Credit Card
521,237,2025-11-15,Delivered,Chennai,Tamil Nadu,Cash on Delivery
522,599,2025-11-20,Cancelled,Lucknow,Uttar Pradesh,Credit Card
523,288,2025-07-27,Delivered,Delhi,Delhi,Net Banking
524,103,2025-05-11,Delivered,Bengaluru,Karnataka,Debit Card
525,323,2025-06-07,Delivered,Jaipur,Rajasthan,Credit Card
526,637,2025-03-14,Delivered,Mumbai,Maharashtra,Debit Card
527,393,2025-04-28,Cancelled,Jaipur,Rajasthan,Cash on Delivery
528,326,2025-04-14,Delivered,,West Bengal,Net Banking
529,638,2025-03-13,Delivered,Nagpur,Maharashtra,Credit Card
530,512,2025-04-26,Delivered,Chennai,Tamil Nadu,Cash on Delivery
531,449,2025-09-24,Delivered,Lucknow,Uttar Pradesh,Net Banking
532,688,2025-12-18,Delivered,Lucknow,Uttar Pradesh,Debit Card
533,586,2025-09-07,Delivered,Kochi,Kerala,Cash on Delivery
534,551,2025-01-30,Delivered,Hyderabad,Telangana,Cash on Delivery
535,597,2025-12-07,Delivered,Mumbai,Maharashtra,Cash on Delivery
536,418,2025-09-25,Delivered,Jaipur,Rajasthan,UPI
537,212,2025-05-08,Delivered,Mumbai,Maharashtra,Debit Card
538,504,2025-06-14,Delivered,Lucknow,Uttar Pradesh,UPI
539,456,2025-04-06,Delivered,Bengaluru,Karnataka,Debit Card
540,235,2025-12-08,Delivered,Kolkata,West Bengal,Cash on Delivery
541,595,2025-02-23,Delivered,Bengaluru,Karnataka,Credit Card
542,190,2025-12-27,Delivered,Kolkata,West Bengal,UPI
543,110,2025-07-24,Delivered,Mumbai,Maharashtra,Debit Card
544,27,2025-12-23,Delivered,Kolkata,West Bengal,Credit Card
545,1,2025-11-23,Delivered,Kochi,Kerala,Debit Card
546,339,2025-11-29,Delivered,Ahmedabad,Gujarat,Cash on Delivery
547,150,2025-11-11,Delivered,Pune,Maharashtra,Credit Card
548,325,2025-04-01,Delivered,Lucknow,Uttar Pradesh,Credit Card
549,279,2025-12-06,Delivered,Delhi,Delhi,Cash on Delivery
550,285,2025-02-19,Delivered,Chennai,Tamil Nadu,Net Banking
551,252,2025-12-05,Delivered,Mumbai,Maharashtra,Debit Card
552,560,2025-11-07,Delivered,Mumbai,Maharashtra,Net Banking
553,398,2025-12-23,Delivered,Kolkata,West Bengal,Net Banking
554,512,2025-05-30,Cancelled,Kolkata,West Bengal,Debit Card
555,635,2025-10-20,Returned,Mumbai,Maharashtra,Net Banking
556,659,2025-01-23,Delivered,Bengaluru,Karnataka,Credit Card
557,166,2025-04-01,Cancelled,Delhi,Delhi,Cash on Delivery
558,261,2025-05-20,Delivered,Ahmedabad,Gujarat,Net Banking
559,444,2025-05-10,Delivered,Jaipur,Rajasthan,Credit Card
560,24,2025-12-07,Delivered,Chennai,Tamil Nadu,Credit Card
561,585,2025-01-19,Delivered,Jaipur,Rajasthan,Net Banking
562,526,2025-08-13,Delivered,Delhi,Delhi,Credit Card
563,137,2025-05-30,Delivered,Delhi,Delhi,Net Banking
564,556,2025-12-06,Delivered,Hyderabad,Telangana,Cash on Delivery
565,360,2025-01-20,Returned,Nagpur,Maharashtra,UPI
566,327,2025-11-15,Delivered,Ahmedabad,Gujarat,UPI
567,241,2025-12-18,Delivered,Jaipur,Rajasthan,Debit Card
568,100,2025-03-15,Delivered,Chennai,Tamil Nadu,Net Banking
569,532,2025-09-29,Delivered,Mumbai,Maharashtra,Cash on Delivery
570,646,2025-08-29,Delivered,Pune,Maharashtra,Net Banking
571,115,2025-12-18,Delivered,Hyderabad,Telangana,Credit Card
572,691,2025-11-10,Cancelled,Nagpur,Maharashtra,UPI
573,367,2025-12-30,Delivered,Delhi,Delhi,Debit Card
574,54,2025-12-06,Delivered,Chennai,Tamil Nadu,Cash on Delivery
575,538,2025-12-06,Returned,Ahmedabad,Gujarat,Net Banking
576,175,2025-07-05,Returned,Lucknow,Uttar Pradesh,Cash on Delivery
577,189,2025-03-18,Delivered,Ahmedabad,Gujarat,UPI
578,552,2025-07-06,Delivered,Jaipur,Rajasthan,UPI
579,2,2025-08-10,Delivered,Chennai,Tamil Nadu,UPI
580,337,2025-12-14,Delivered,Kochi,Kerala,Net Banking
581,352,2025-11-05,Delivered,Delhi,Delhi,Credit Card
582,248,2025-11-13,Delivered,Nagpur,Maharashtra,Cash on Delivery
583,250,2025-12-23,Delivered,Delhi,Delhi,Cash on Delivery
584,533,2025-11-26,Delivered,Lucknow,Uttar Pradesh,Credit Card
585,566,2025-01-31,Delivered,Kochi,Kerala,UPI
586,349,2025-09-13,Cancelled,Mumbai,Maharashtra,UPI
587,159,2025-01-13,Delivered,Jaipur,Rajasthan,Debit Card
588,284,2025-11-13,Delivered,Bengaluru,Karnataka,Credit Card
589,250,2025-04-21,Delivered,Delhi,Delhi,Debit Card
590,194,2025-11-03,Delivered,Kolkata,West Bengal,Credit Card
591,123,2025-09-01,Delivered,Pune,Maharashtra,Credit Card
592,383,2025-12-03,Returned,Kolkata,West Bengal,Net Banking
593,681,2025-09-05,Delivered,Hyderabad,Telangana,Credit Card
594,360,2025-11-25,Cancelled,Nagpur,Maharashtra,Debit Card
595,196,2025-03-17,Delivered,Delhi,Delhi,UPI
596,2,2025-06-11,Delivered,Chennai,Tamil Nadu,Net Banking
597,469,2025-11-07,Delivered,Chennai,Tamil Nadu,Debit Card
598,453,2025-07-22,Delivered,Pune,Maharashtra,Credit Card
599,21,2025-11-04,Delivered,Bengaluru,Karnataka,Credit Card
600,12,2025-03-12,Delivered,Pune,Maharashtra,UPI
601,162,2025-01-04,Delivered,Delhi,Delhi,Cash on Delivery
602,150,2025-12-11,Delivered,Pune,Maharashtra,Credit Card
603,232,2025-04-05,Delivered,Chennai,Tamil Nadu,Credit Card
604,344,2025-04-22,Returned,Bengaluru,Karnataka,Credit Card
605,444,2025-12-08,Delivered,Jaipur,Rajasthan,UPI
606,43,2025-02-19,Delivered,Kochi,Kerala,Debit Card
607,8,2025-05-15,Delivered,Jaipur,Rajasthan,UPI
608,289,2025-10-13,Delivered,,Uttar Pradesh,UPI
609,137,2025-07-13,Delivered,Delhi,Delhi,UPI
610,326,2025-01-01,Delivered,Hyderabad,Telangana,UPI
611,656,2025-07-28,Returned,Lucknow,Uttar Pradesh,Cash on Delivery
612,212,2025-12-03,Delivered,Kochi,Kerala,Credit Card
613,179,2025-10-06,Cancelled,Ahmedabad,Gujarat,Credit Card
614,552,2025-12-17,Delivered,Jaipur,Rajasthan,Net Banking
615,262,2025-09-16,Delivered,Hyderabad,Telangana,Credit Card
616,31,2025-12-31,Returned,Lucknow,Uttar Pradesh,Credit Card
617,54,2025-12-15,Delivered,Chennai,Tamil Nadu,Net Banking
618,615,2025-01-18,Cancelled,Ahmedabad,Gujarat,Cash on Delivery
619,373,2025-12-24,Delivered,Nagpur,Maharashtra,Credit Card
620,641,2025-01-03,Cancelled,Jaipur,Rajasthan,Credit Card
621,56,2025-03-01,Delivered,Nagpur,Maharashtra,Cash on Delivery
622,153,2025-07-08,Delivered,Nagpur,Maharashtra,Debit Card
623,176,2025-11-17,Delivered,Delhi,Delhi,Credit Card
624,396,2025-11-03,Delivered,Mumbai,Maharashtra,Net Banking
625,609,2025-12-27,Delivered,Mumbai,Maharashtra,Credit Card
626,435,2025-12-19,Delivered,Mumbai,Maharashtra,Net Banking
627,146,2025-08-10,Delivered,Kolkata,West Bengal,Debit Card
628,610,2025-11-22,Delivered,Pune,Maharashtra,UPI
629,590,2025-11-06,Delivered,Kolkata,West Bengal,Cash on Delivery
630,325,2025-12-11,Delivered,Lucknow,Uttar Pradesh,Debit Card
631,274,2025-11-10,Delivered,Hyderabad,Telangana,Credit Card
632,137,2025-05-30,Delivered,Delhi,Delhi,Debit Card
633,27,2025-12-07,Cancelled,Kolkata,West Bengal,Net Banking
634,92,2025-11-28,Delivered,Jaipur,Rajasthan,UPI
635,526,2025-01-06,Returned,Delhi,Delhi,Cash on Delivery
636,254,2025-12-10,Delivered,Jaipur,Rajasthan,Debit Card
637,582,2025-11-15,Delivered,Ahmedabad,Gujarat,Net Banking
638,389,2025-12-25,Delivered,Bengaluru,Karnataka,Cash on Delivery
639,615,2025-12-24,Delivered,Ahmedabad,Gujarat,Debit Card
640,656,2025-10-16,Delivered,Lucknow,Uttar Pradesh,UPI
641,322,2025-11-28,Returned,Ahmedabad,Gujarat,Debit Card
642,28,2025-05-09,Returned,Jaipur,Rajasthan,Debit Card
643,387,2025-04-01,Cancelled,Kochi,Kerala,Cash on Delivery
644,156,2025-06-16,Delivered,Mumbai,Maharashtra,UPI
645,299,2025-11-12,Delivered,Hyderabad,Telangana,UPI
646,546,2025-09-26,Delivered,Bengaluru,Karnataka,Net Banking
647,275,2025-06-02,Delivered,Chennai,Tamil Nadu,Credit Card
648,249,2025-11-26,Cancelled,Chennai,Tamil Nadu,Credit Card
649,473,2025-09-03,Delivered,Pune,Maharashtra,UPI
650,30,2025-06-27,Delivered,Kolkata,West Bengal,UPI
651,14,2025-08-14,Delivered,Hyderabad,Telangana,Cash on Delivery
652,172,2025-03-19,Delivered,Nagpur,Maharashtra,Credit Card
653,676,2025-11-30,Delivered,Lucknow,Uttar Pradesh,Debit Card
654,426,2025-08-11,Delivered,Chennai,Tamil Nadu,Net Banking
655,628,2025-02-20,Delivered,Bengaluru,Karnataka,Debit Card
656,693,2025-12-01,Delivered,Pune,Maharashtra,Net Banking
657,88,2025-02-21,Delivered,Mumbai,Maharashtra,Net Banking
658,578,2025-03-19,Delivered,Hyderabad,Telangana,Debit Card
659,421,2025-11-01,Delivered,Kochi,Kerala,Net Banking
660,414,2025-12-09,Delivered,Hyderabad,Telangana,UPI
661,26,2025-09-18,Delivered,Nagpur,Maharashtra,Debit Card
662,620,2025-05-25,Delivered,Chennai,Tamil Nadu,Net Banking
663,185,2025-11-11,Delivered,Ahmedabad,Gujarat,Debit Card
664,214,2025-10-18,Delivered,Nagpur,Maharashtra,Debit Card
665,633,2025-04-14,Delivered,Mumbai,Maharashtra,Debit Card
666,324,2025-11-26,Delivered,Delhi,Delhi,UPI
667,601,2025-02-02,Delivered,Jaipur,Rajasthan,Credit Card
668,490,2025-01-21,Cancelled,Ahmedabad,Gujarat,Debit Card
669,78,2025-11-25,Delivered,Jaipur,Rajasthan,Net Banking
670,116,2025-11-11,Delivered,Hyderabad,Telangana,UPI
671,178,2025-10-01,Delivered,Jaipur,Rajasthan,Debit Card
672,595,2025-12-22,Delivered,Bengaluru,Karnataka,UPI
673,571,2025-08-10,Delivered,Jaipur,Rajasthan,Cash on Delivery
674,392,2025-11-29,Delivered,Ahmedabad,Gujarat,Debit Card
675,526,2025-10-10,Returned,Delhi,Delhi,Credit Card
676,54,2025-07-14,Delivered,Chennai,Tamil Nadu,Debit Card
677,340,2025-02-21,Delivered,Lucknow,Uttar Pradesh,Debit Card
678,303,2025-04-29,Delivered,Ahmedabad,Gujarat,UPI
679,622,2025-01-21,Delivered,Mumbai,Maharashtra,Credit Card
680,425,2025-04-05,Delivered,Lucknow,Uttar Pradesh,Net Banking
681,196,2025-12-16,Delivered,Delhi,Delhi,Credit Card
682,91,2025-12-28,Delivered,Hyderabad,Telangana,Debit Card
683,289,2025-11-08,Delivered,Lucknow,Uttar Pradesh,UPI
684,359,2025-07-30,Delivered,Delhi,Delhi,Credit Card
685,66,2025-11-01,Delivered,Delhi,Delhi,UPI
686,451,2025-08-31,Delivered,Nagpur,Maharashtra,Debit Card
687,33,2025-09-02,Delivered,Chennai,Tamil Nadu,Credit Card
688,34,2025-03-16,Returned,Mumbai,Maharashtra,Net Banking
689,392,2025-09-29,Delivered,Kochi,Kerala,Cash on Delivery
690,617,2025-11-05,Delivered,Nagpur,Maharashtra,Credit Card
691,619,2025-04-29,Delivered,Bengaluru,Karnataka,Cash on Delivery
692,360,2025-11-14,Delivered,Nagpur,Maharashtra,Cash on Delivery
693,615,2025-04-18,Delivered,Ahmedabad,Gujarat,Debit Card
694,340,2025-12-23,Delivered,Lucknow,Uttar Pradesh,UPI
695,404,2025-12-23,Delivered,Bengaluru,Karnataka,Credit Card
696,414,2025-11-13,Delivered,Hyderabad,Telangana,Credit Card
697,567,2025-03-20,Returned,Nagpur,Maharashtra,UPI
698,95,2025-11-07,Delivered,Kolkata,West Bengal,Cash on Delivery
699,275,2025-09-30,Delivered,Chennai,Tamil Nadu,Net Banking
700,360,2025-11-19,Cancelled,Nagpur,Maharashtra,UPI
701,684,2025-10-06,Delivered,Mumbai,Maharashtra,Cash on Delivery
702,264,2025-04-16,Delivered,Kochi,Kerala,Credit Card
703,326,2025-03-26,Cancelled,Kolkata,West Bengal,UPI
704,639,2025-08-13,Delivered,Jaipur,Rajasthan,Cash on Delivery
705,377,2025-11-06,Delivered,Ahmedabad,Gujarat,Net Banking
706,585,2025-09-17,Delivered,Jaipur,Rajasthan,UPI
707,652,2025-06-24,Delivered,Chennai,Tamil Nadu,UPI
708,630,2025-07-12,Delivered,Kolkata,West Bengal,Net Banking
709,52,2025-08-24,Delivered,Pune,Maharashtra,Cash on Delivery
710,375,2025-11-08,Delivered,Pune,Maharashtra,Cash on Delivery
711,443,2025-12-12,Returned,Chennai,Tamil Nadu,Cash on Delivery
712,204,2025-12-17,Returned,Ahmedabad,Gujarat,UPI
713,550,2025-01-12,Returned,Ahmedabad,Gujarat,Cash on Delivery
714,534,2025-03-10,Delivered,Nagpur,Maharashtra,UPI
715,164,2025-05-03,Delivered,Kochi,Kerala,Credit Card
716,151,2025-02-16,Delivered,Kochi,Kerala,Cash on Delivery
717,656,2025-02-12,Delivered,Lucknow,Uttar Pradesh,Cash on Delivery
718,257,2025-10-09,Delivered,Hyderabad,Telangana,Debit Card
719,264,2025-11-02,Delivered,Kochi,Kerala,Net Banking
720,381,2025-01-14,Cancelled,Kochi,Kerala,Cash on Delivery
721,653,2025-01-22,Delivered,Kochi,Kerala,Credit Card
722,356,2025-01-24,Delivered,Chennai,Tamil Nadu,Net Banking
723,250,2025-01-29,Delivered,Delhi,Delhi,Cash on Delivery
724,338,2025-04-19,Returned,Jaipur,Rajasthan,Debit Card
725,450,2025-09-06,Delivered,Jaipur,Rajasthan,Debit Card
726,13,2025-08-18,Delivered,Bengaluru,Karnataka,Cash on Delivery
727,637,2025-08-20,Delivered,Mumbai,Maharashtra,Cash on Delivery
728,513,2025-11-19,Delivered,Kochi,Kerala,Net Banking
729,88,2025-10-21,Delivered,Mumbai,Maharashtra,Cash on Delivery
730,353,2025-03-17,Returned,Kochi,Kerala,Cash on Delivery
731,404,2025-04-08,Returned,Bengaluru,Karnataka,Net Banking
732,653,2025-03-21,Delivered,Kochi,Kerala,UPI
733,248,2025-04-27,Delivered,Nagpur,Maharashtra,Debit Card
734,350,2025-12-23,Delivered,Hyderabad,Telangana,Credit Card
735,136,2025-12-21,Delivered,Ahmedabad,Gujarat,Credit Card
736,633,2025-06-09,Delivered,Mumbai,Maharashtra,Credit Card
737,589,2025-03-01,Delivered,Kolkata,West Bengal,Cash on Delivery
738,189,2025-01-28,Delivered,Ahmedabad,Gujarat,Cash on Delivery
739,460,2025-11-02,Returned,Hyderabad,Telangana,Credit Card
740,5,2025-11-05,Delivered,Hyderabad,Telangana,Cash on Delivery
741,425,2025-07-25,Cancelled,Lucknow,Uttar Pradesh,UPI
742,615,2025-12-19,Delivered,Ahmedabad,Gujarat,Debit Card
743,373,2025-12-26,Returned,Nagpur,Maharashtra,Debit Card
744,77,2025-07-23,Delivered,Bengaluru,Karnataka,Net Banking
745,599,2025-11-12,Delivered,Lucknow,Uttar Pradesh,Cash on Delivery
746,534,2025-12-18,Delivered,Nagpur,Maharashtra,Credit Card
747,658,2025-10-21,Delivered,Kolkata,West Bengal,Cash on Delivery
748,635,2025-03-02,Delivered,Mumbai,Maharashtra,Net Banking
749,469,2025-01-08,Delivered,Chennai,Tamil Nadu,UPI
750,464,2025-06-17,Delivered,Kolkata,West Bengal,Debit Card
751,303,2025-02-23,Delivered,Ahmedabad,Gujarat,Credit Card
752,435,2025-11-08,Delivered,Mumbai,Maharashtra,UPI
753,256,2025-12-24,Returned,Delhi,Delhi,Cash on Delivery
754,683,2025-12-28,Delivered,Mumbai,Maharashtra,Credit Card
755,123,2025-03-20,Delivered,Pune,Maharashtra,Net Banking
756,665,2025-05-02,Delivered,Jaipur,Rajasthan,Debit Card
757,227,2025-12-18,Delivered,Kolkata,West Bengal,Net Banking
758,617,2025-04-24,Delivered,Nagpur,Maharashtra,UPI
759,624,2025-06-22,Cancelled,Delhi,Delhi,Net Banking
760,410,2025-09-23,Delivered,Mumbai,Maharashtra,Net Banking
761,103,2025-03-26,Delivered,Bengaluru,Karnataka,UPI
762,303,2025-12-10,Delivered,Ahmedabad,Gujarat,Net Banking
763,12,2025-08-31,Returned,Pune,Maharashtra,Credit Card
764,637,2025-10-13,Delivered,Mumbai,Maharashtra,Cash on Delivery
765,690,2025-12-11,Delivered,Kolkata,West Bengal,Cash on Delivery
766,110,2025-12-12,Cancelled,Mumbai,Maharashtra,Debit Card
767,225,2025-09-25,Delivered,Kochi,Kerala,Debit Card
768,189,2025-11-23,Delivered,Ahmedabad,Gujarat,Credit Card
769,297,2025-12-24,Delivered,Nagpur,Maharashtra,UPI
770,30,2025-09-08,Delivered,Kolkata,West Bengal,Net Banking
771,653,2025-11-10,Cancelled,Kochi,Kerala,Cash on Delivery
772,110,2025-11-07,Delivered,Mumbai,Maharashtra,Net Banking
773,420,2025-01-15,Delivered,Kochi,Kerala,Cash on Delivery
774,497,2025-10-27,Cancelled,Ahmedabad,Gujarat,Debit Card
775,76,2025-09-08,Returned,Kolkata,West Bengal,Debit Card
776,86,2025-10-26,Delivered,Ahmedabad,Gujarat,Credit Card
777,274,2025-02-27,Delivered,Hyderabad,Telangana,Cash on Delivery
778,237,2025-12-27,Delivered,Chennai,Tamil Nadu,Cash on Delivery
779,290,2025-01-21,Delivered,Kochi,Kerala,UPI
780,472,2025-02-17,Delivered,Jaipur,Rajasthan,Cash on Delivery
781,5,2025-09-19,Delivered,Hyderabad,Telangana,Net Banking
782,588,2025-11-21,Returned,Chennai,Tamil Nadu,Net Banking
783,466,2025-11-12,Delivered,Kochi,Kerala,Debit Card
784,486,2025-12-30,Delivered,Mumbai,Maharashtra,Net Banking
785,474,2025-12-19,Delivered,Kolkata,West Bengal,Cash on Delivery
786,3,2025-12-09,Delivered,Nagpur,Maharashtra,Credit Card
787,674,2025-12-13,Delivered,Jaipur,Rajasthan,UPI
788,673,2025-12-25,Delivered,Hyderabad,Telangana,Credit Card
789,66,2025-07-05,Cancelled,Delhi,Delhi,Net Banking
790,197,2025-12-17,Delivered,Kolkata,West Bengal,Debit Card
791,11,2025-07-27,Cancelled,Lucknow,Uttar Pradesh,Debit Card
792,455,2025-11-03,Delivered,,Karnataka,UPI
793,138,2025-11-26,Delivered,Delhi,Delhi,Cash on Delivery
794,651,2025-07-07,Delivered,,Kerala,UPI
795,292,2025-11-04,Delivered,Ahmedabad,Gujarat,Debit Card
796,582,2025-12-07,Delivered,Ahmedabad,Gujarat,Net Banking
797,556,2025-12-22,Delivered,Ahmedabad,Gujarat,Credit Card
798,676,2025-11-17,Returned,Lucknow,Uttar Pradesh,Cash on Delivery
799,160,2025-05-15,Delivered,Chennai,Tamil Nadu,Debit Card
800,670,2025-06-12,Delivered,Hyderabad,Telangana,Cash on Delivery
